date,team,number,name,grade,position,minutes_played,status,shoot_1st,shoot_2nd,shoot_total,goals,goal_rate
2026/04/12(日) 11:30 キックオフ,創価大学,7,滝澤 伸明,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,8,小倉 優輝,4,MF,90,先発,0,1,1,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,9,角城 勤聖,4,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,12,山口 颯太,2,GK,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,15,石川 剣心,4,FW,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,17,林田 勇誠,4,FW,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,20,石塚 涼,不明,FW,90,先発,3,0,3,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,22,森本 誉,2,MF,90,先発,0,1,1,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,32,東堂 秀明,4,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,55,吉川 駿,3,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,3,岡田 達也,2,FW,0,控え,1,0,1,0,0.0
2026/04/12(日) 11:30 キックオフ,創価大学,80,舟橋 聡,2,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,1,金　悠聖,3,GK,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,2,平井　涼真,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,3,稲葉　晴斗,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,5,冨岡　佑太,4,MF,72,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,6,大田　凌生,4,MF,65,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,8,池田　峻大,4,MF,80,先発,2,0,2,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,9,鈴木　荘大,4,FW,72,先発,1,1,2,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,10,田中　準人,3,FW,90,先発,0,2,2,1,50.0
2026/04/12(日) 11:30 キックオフ,成城大学,14,成田　悠陽,3,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,18,田中　暁也,2,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,36,澤畠　大和,4,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,4,川上　拓真,4,DF,25,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,15,大川　知希,3,FW,18,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,17,髙田　陽,3,GK,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,32,古谷　瞬,3,MF,18,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,35,古口　時,2,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,40,河本　公太,3,FW,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,66,田邉　碧,4,FW,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:30 キックオフ,成城大学,73,石原　幹太良,2,MF,10,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,2,柏村 直登,4,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,4,池澤 健剛,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,7,河野 慈央,4,MF,81,先発,0,2,2,1,50.0
2026/04/12(日) 11:45 キックオフ,東京大学,10,河島 誠二郎,4,MF,90,先発,3,3,6,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,11,長谷川 泰斗,2,FW,90,先発,2,0,2,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,13,丸山　凱智,3,GK,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,15,鈴木 武尊,2,MF,88,先発,2,0,2,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,17,岡田 詠,3,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,18,遠藤 雅仁,3,FW,59,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,24,若柳 遥斗,3,DF,45,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,40,山口 源登,4,MF,70,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,1,里見 悠成,4,GK,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,6,長田 夕輝,4,MF,20,控え,0,2,2,1,50.0
2026/04/12(日) 11:45 キックオフ,東京大学,9,大西 達也,4,FW,31,控え,0,3,3,1,33.3
2026/04/12(日) 11:45 キックオフ,東京大学,14,高木 勇仁,4,MF,45,控え,0,2,2,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,16,馬渕 太我,2,MF,2,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,19,大谷 遼一,4,FW,9,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,26,田島 誠志郎,3,FW,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,28,安藤 颯馬,3,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,東京大学,33,松尾 仁之介,4,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,1,八木原　嘉泉,3,GK,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,2,大塚　郷平,2,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,3,森本　紘大,4,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,5,鑓水　新葉,4,DF,90,先発,2,0,2,1,50.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,6,杉本　健真,4,MF,64,先発,1,0,1,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,7,オルギン　カズオ,4,FW,79,先発,1,0,1,1,100.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,9,水飼　隼成,4,MF,49,先発,1,0,1,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,10,荒井　大和,4,MF,90,先発,1,0,1,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,11,三田村　龍,4,MF,83,先発,1,0,1,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,13,石松　颯大,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,17,多胡　侑晟,4,DF,88,先発,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,4,吉田　來夢,2,DF,26,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,20,野村　晋平,3,FW,41,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,27,細谷　史音,4,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,31,中山　昂大,2,GK,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,32,池内　俊介,4,DF,7,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,33,羽生田　拓郁,2,FW,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,37,桐山　将成,3,MF,2,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,39,疋田　康成,2,MF,0,控え,0,0,0,0,0.0
2026/04/12(日) 11:45 キックオフ,芝浦工業大学,43,近藤　遥音,2,MF,11,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,2,河田　一心,3,MF,86,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,3,中川　純成,4,DF,71,先発,1,0,1,1,100.0
2026/04/12(日) 13:00 キックオフ,一橋大学,4,相内　馨太,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,6,伊崎　穣,3,MF,76,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,9,藤野　太郎,3,FW,81,先発,1,0,1,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,10,上尾　陸,4,MF,90,先発,0,1,1,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,11,藤原　凌,4,FW,90,先発,2,3,5,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,17,日外　晴人,3,MF,68,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,21,藤原　拓海,4,GK,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,22,鈴木　泰人,3,DF,90,先発,1,0,1,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,24,深田　篤史,4,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,1,内木場　遥,4,GK,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,7,森田　敢三,4,MF,22,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,8,佐野　翔優,2,MF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,13,深田　勇輝,4,DF,19,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,15,髙木　秀輔,4,MF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,16,石塚　巧人,2,MF,14,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,18,丸茂　琥哲,4,FW,9,控え,0,1,1,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,23,中本　善也,4,MF,4,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,一橋大学,28,服部　航大,2,FW,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,1,山本　大介,3,GK,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,4,鈴木　敬吾,3,DF,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,8,白川　陽,4,MF,90,先発,2,3,5,3,60.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,10,原　虎太郎,4,MF,81,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,11,鈴木　冬聖,4,FW,90,先発,4,1,5,2,40.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,16,吉岡　宏彬,3,MF,86,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,29,櫻井　友翔,2,FW,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,41,為我井　煌生,3,DF,90,先発,1,0,1,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,51,長島　正悟,3,MF,90,先発,1,0,1,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,66,守屋　大地,3,MF,90,先発,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,77,高島　大河,3,FW,75,先発,2,0,2,1,50.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,9,内本　達三郎,4,FW,15,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,14,國武　慈温,4,MF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,15,堂　哲郎,3,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,22,田口　育磨,2,MF,4,控え,0,1,1,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,24,赤木　康太,4,MF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,27,福原　圭汰,4,MF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,31,井川　慶範,4,GK,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,54,神保　朋季,4,DF,0,控え,0,0,0,0,0.0
2026/04/12(日) 13:00 キックオフ,東京理科大学,71,篠原　烈士,2,MF,9,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,12,中田 幹登,3,GK,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,2,竹谷　晄希,1,DF,90,先発,0,1,1,1,100.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,4,福田 怜央,4,DF,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,22,若山 璃皇,3,DF,68,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,47,渡辺 康太,2,DF,79,先発,1,1,2,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,84,林 陸斗,2,DF,90,先発,1,0,1,1,100.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,19,堤崎　陽琉,1,MF,90,先発,0,1,1,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,21,森山 太稀,2,MF,74,先発,4,2,6,1,16.7
2026/06/07(日) 10:00 キックオフ,東京都立大学,23,須藤 星空,2,MF,74,先発,2,0,2,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,24,坂井 玲仁,2,MF,90,先発,2,1,3,1,33.3
2026/06/07(日) 10:00 キックオフ,東京都立大学,10,塩田 琢磨,4,FW,86,先発,0,2,2,1,50.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,61,荒瀬　智文,1,GK,0,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,5,赤松 凜大郎,4,DF,0,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,26,五島 凛也,2,DF,22,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,33,朝見　元太,1,DF,11,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,99,中田　涼介,2,DF,0,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,7,程塚 駿太,3,MF,4,控え,0,1,1,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,29,太田　金治,1,FW,0,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,41,宮嶋 優良,4,FW,16,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,東京都立大学,71,西川 大翔,3,MF,16,控え,0,1,1,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,31,藤原　樹,4,GK,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,2,佐野　宏晃,3,DF,56,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,7,今井　燦,4,MF,84,先発,1,0,1,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,14,磯部　光,2,DF,79,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,26,森　優朔,2,MF,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,11,中山　皓太,3,DF,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,19,高宮　基椰,3,MF,84,先発,2,1,3,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,23,石川　太朗,2,FW,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,29,大沼　佳樹,3,FW,56,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,8,永岡　陸大,3,MF,90,先発,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,9,堀田　理人,3,FW,90,先発,1,1,2,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,1,市村　洋介,2,GK,0,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,4,岸本　拓也,4,DF,6,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,13,深川　蓮斗,3,DF,11,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,6,塩野　桜太,3,MF,34,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,16,佐藤　晴虎,4,MF,0,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,33,毛利　優夫,3,MF,34,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,22,岡本　翔琉,3,FW,6,控え,0,0,0,0,0.0
2026/06/07(日) 10:00 キックオフ,防衛大学校（神奈川県）,18,岩切　優希,4,FW,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,1,山本　章介,2,GK,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,2,嶺野　悠斗,2,DF,94,先発,1,1,2,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,3,中野　万輝斗,2,DF,90,先発,0,2,2,1,50.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,4,黒沢　耀,1,DF,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,5,日野原　十矢,1,DF,90,先発,1,0,1,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,6,岸上　一吹,1,MF,90,先発,0,1,1,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,7,村瀬　陸斗,1,MF,71,先発,1,0,1,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,8,松野　竜成,3,FW,81,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,9,間野　翼,3,MF,90,先発,2,1,3,1,33.3
2026/04/18(土) 10:00 キックオフ,日本文化大學,10,クリムキ　アンドリュー,2,FW,42,先発,1,0,1,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,11,井之﨑　隼也,2,FW,90,先発,2,0,2,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,13,宮里　飛雄馬,2,MF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,14,笹岡　サスケ,2,FW,9,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,16,小泉　伶真,2,DF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,17,有山　大翔,3,MF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,18,永盛　太己,1,MF,48,控え,1,2,3,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,22,田上　伊織,1,FW,19,控え,0,1,1,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,24,伊皆　康輝,1,DF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,27,目黒　旺樹,1,DF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,日本文化大學,31,鈴木　彪琉,1,GK,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,2,河田　一心,3,MF,67,先発,1,0,1,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,4,相内　馨太,3,DF,86,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,6,伊崎　穣,3,MF,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,9,藤野　太郎,3,FW,93,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,10,上尾　陸,4,MF,78,先発,2,0,2,1,50.0
2026/04/18(土) 10:00 キックオフ,一橋大学,11,藤原　凌,4,FW,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,13,深田　勇輝,4,DF,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,17,日外　晴人,3,MF,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,21,藤原　拓海,4,GK,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,22,鈴木　泰人,3,DF,90,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,24,深田　篤史,4,DF,74,先発,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,3,中川　純成,4,DF,16,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,5,若林　慧,4,DF,4,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,7,森田　敢三,4,MF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,8,佐野　翔優,2,MF,23,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,16,石塚　巧人,2,MF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,18,丸茂　琥哲,4,FW,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,23,中本　善也,4,MF,0,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,28,服部　航大,2,FW,12,控え,0,0,0,0,0.0
2026/04/18(土) 10:00 キックオフ,一橋大学,41,兼松　大志,2,GK,0,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,1,島谷　侑征,4,GK,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,6,濱名　桜次郎,4,DF,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,3,岡嶋　大斗,3,DF,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,25,川端　唯斗,2,DF,90,先発,0,0,0,1,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,97,山﨑　大馳,2,DF,80,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,26,西脇　雄太,3,MF,90,先発,1,0,1,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,4,川本　琉生,4,MF,78,先発,1,2,3,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,17,境田　海斗,4,MF,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,13,三城　慶人,3,MF,66,先発,1,0,1,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,88,辻　文大,2,FW,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,10,横田　周,4,MF,85,先発,2,0,2,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,64,汐﨑　弘心,3,GK,0,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,2,梶谷　一晴,4,DF,10,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,15,山路　周平,3,DF,0,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,23,五十嵐　達也,3,DF,0,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,5,福留　幹太,4,MF,0,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,24,奥村　拓未,2,MF,12,控え,0,2,2,1,50.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,89,廣田　理一,2,MF,0,控え,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,7,上野　凌空,4,FW,5,控え,0,1,1,0,0.0
2026/04/19(日) 11:00 キックオフ,成蹊大学,50,宇田川　航生,4,FW,24,控え,0,2,2,0,0.0
2026/04/19(日) 11:00 キックオフ,東京都立大学,1,細貝 知希,4,GK,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,東京都立大学,3,遠藤 優之亮,4,DF,90,先発,0,0,0,0,0.0
2026/04/19(日) 11:00 キックオフ,東京都立大学,47,渡辺 康太,2,DF,90,先発,0,0,0,0,0.0
